iter	RMSE
399	41.24505028
400	41.23483115
401	41.22458316
402	41.21397456
403	41.21082848
404	41.20495392
405	41.19884301
406	41.19275103
407	41.18869745
408	41.18083398
409	41.17517874
410	41.16775776
411	41.16200221
412	41.15318488
413	41.14822598
414	41.1425319
415	41.13537497
416	41.12974594
417	41.1230848
418	41.11601822
419	41.11194948
420	41.10240691
421	41.09647999
422	41.09034494
423	41.08049757
424	41.07571007
425	41.06703074
426	41.06182994
427	41.05397254
428	41.04787497
429	41.03992456
430	41.03391179
431	41.02735446
432	41.02037707
433	41.01210616
434	41.00370466
435	40.99712237
436	40.99335962
437	40.98520498
438	40.97933248
439	40.97224243
440	40.96516716
441	40.95780697
442	40.95044353
443	40.94344073
444	40.93646711
445	40.92959627
446	40.9216555
447	40.91496857
448	40.90970918
449	40.90498328
450	40.89732379
451	40.89050503
452	40.88417916
453	40.87600022
454	40.87068069
455	40.86584227
456	40.86109432
457	40.85548261
458	40.85015218
459	40.84400708
460	40.83879875
461	40.83402869
462	40.82685403
463	40.82438077
464	40.8199714
465	40.81335318
466	40.80851264
467	40.80060667
468	40.79581783
469	40.78659932
470	40.78126929
471	40.77474986
472	40.76769388
473	40.76156832
474	40.75500093
475	40.74620192
476	40.73858327
477	40.73308995
478	40.72700496
479	40.7180907
480	40.71403124
481	40.70345412
482	40.6967513
483	40.68867218
484	40.68254023
485	40.67646556
486	40.67126017
487	40.66529173
488	40.65895042
489	40.65553242
490	40.64727777
491	40.64357924
492	40.63701911
493	40.62921073
494	40.6253176
495	40.61996582
496	40.61348607
497	40.60892155
498	40.60114249
499	40.59353287
500	40.58925759
501	40.58282378
502	40.57606806
503	40.57039002
504	40.56371387
505	40.55746175
506	40.55108952
507	40.54710159
508	40.540398
509	40.53451517
510	40.5301887
511	40.52181278
512	40.51805168
513	40.51379651
514	40.50754239
515	40.50254154
516	40.49456366
517	40.4885038
518	40.48340757
519	40.47830767
520	40.47332702
521	40.46866571
522	40.46080927
523	40.45115926
524	40.44420964
525	40.43773386
526	40.43198529
527	40.42463254
528	40.4210731
529	40.41500146
530	40.40939215
531	40.40316944
532	40.39808379
533	40.39190417
534	40.38789509
535	40.38161788
536	40.37858703
537	40.37267109
538	40.36803376
539	40.36462843
540	40.35927951
541	40.35261891
542	40.3464758
543	40.34042295
544	40.33459724
545	40.3270493
546	40.32130515
547	40.31610138
548	40.31204425
549	40.30437251
550	40.30046525
551	40.29466648
552	40.28950678
553	40.28239298
554	40.27571496
555	40.26994058
556	40.26444782
557	40.26032433
558	40.25513709
559	40.24833762
560	40.24250403
561	40.23669425
562	40.23200994
563	40.22584356
564	40.22056783
565	40.21424469
566	40.20887607
567	40.20373693
568	40.19835116
569	40.19389534
570	40.18650971
571	40.1791001
572	40.17184381
573	40.16617477
574	40.1597986
575	40.15729411
576	40.15133399
577	40.14620085
578	40.14032624
579	40.13504654
580	40.12871579
581	40.12266763
582	40.11871385
583	40.11435363
584	40.11056782
585	40.10271999
586	40.09834226
587	40.09185701
588	40.08560601
589	40.08052553
590	40.07592135
591	40.06835194
592	40.0625385
593	40.05640376
594	40.05166216
595	40.0463648
596	40.04056563
597	40.03245981
598	40.0265396
599	40.02303375
600	40.01983806
601	40.01478091
602	40.01177966
603	40.00851777
604	40.00257273
605	39.99675891
606	39.99416397
607	39.98930332
608	39.98542333
609	39.979611
610	39.97480428
611	39.97214315
612	39.96641865
613	39.95865407
614	39.95262428
615	39.94853825
616	39.9431853
617	39.93589734
618	39.93076016
619	39.92561468
620	39.91911574
621	39.91527596
622	39.90961142
623	39.90377447
624	39.89648161
625	39.88819799
626	39.88571667
627	39.87856033
628	39.87480794
629	39.86957169
630	39.86440321
631	39.85904747
632	39.85447404
633	39.84892827
634	39.84318643
635	39.83530536
636	39.83067701
637	39.82324722
638	39.8207701
639	39.81673347
640	39.81336019
641	39.80904451
642	39.80214443
643	39.79922057
644	39.79454567
645	39.78898972
646	39.78489417
647	39.77916724
648	39.77521933
649	39.77098946
650	39.7639109
651	39.75872442
652	39.75268085
653	39.74710663
654	39.7428219
655	39.73710206
656	39.72878455
657	39.7230807
658	39.71830339
659	39.71433368
660	39.70932882
661	39.70565761
662	39.70221029
663	39.69664518
664	39.69254794
665	39.68989423
666	39.68354733
667	39.67688178
668	39.67265892
669	39.66630904
670	39.66114722
671	39.65582253
672	39.65155743
673	39.6438018
674	39.63986964
675	39.63410193
676	39.63146983
677	39.62584203
678	39.62062585
679	39.61749142
680	39.61136005
681	39.60720326
682	39.60496988
683	39.59777857
684	39.59405893
685	39.58892887
686	39.58521079
687	39.58069638
688	39.57789278
689	39.57327787
690	39.56756809
691	39.56317642
692	39.55828103
693	39.55224146
694	39.54675575
695	39.54083547
696	39.53839992
697	39.53400122
698	39.52948174
699	39.52362449
700	39.51875927
701	39.51247534
702	39.50704279
703	39.50175163
704	39.49762457
705	39.49060717
706	39.48677536
707	39.4824284
708	39.4774062
709	39.4724485
710	39.4676869
711	39.46176832
712	39.45548922
713	39.44778075
714	39.44179138
715	39.43719107
716	39.43338691
717	39.4280197
718	39.42319404
719	39.41802615
720	39.41400488
721	39.40989266
722	39.40249746
723	39.39717285
724	39.39285672
725	39.3861509
726	39.38341678
727	39.37726285
728	39.37189645
729	39.36575345
730	39.36181586
731	39.35743242
732	39.35446214
733	39.35136766
734	39.34541033
735	39.33783472
736	39.33177056
737	39.32699717
738	39.32159613
739	39.31724462
740	39.3122336
741	39.30547347
742	39.30008406
743	39.29369591
744	39.28969763
745	39.28454558
746	39.27822055
747	39.27271063
748	39.26908808
749	39.26618924
750	39.26042816
751	39.25673693
752	39.25376405
753	39.24927144
754	39.24387046
755	39.23937122
756	39.23559037
757	39.23129914
758	39.22890044
759	39.22186305
760	39.21535973
761	39.20974887
762	39.20630764
763	39.20255996
764	39.1982781
765	39.19331844
766	39.19034185
767	39.18513382
768	39.17760349
769	39.17161718
770	39.16850206
771	39.16245588
772	39.15654843
773	39.15098512
774	39.14612495
775	39.14065857
776	39.13644797
777	39.13362415
778	39.12876865
779	39.12461962
780	39.12173588
781	39.11801114
782	39.1114253
783	39.10639275
784	39.09924348
785	39.094732
786	39.0916175
787	39.08650475
788	39.08133951
789	39.07861538
790	39.07296121
791	39.06774718
792	39.06175231
793	39.05756227
794	39.05340921
795	39.04983165
796	39.04441337
797	39.03865351
798	39.03266178
799	39.02778906
800	39.02366831
801	39.0205823
802	39.01472108
803	39.0126887
804	39.00858576
805	39.00235844
806	38.99784848
807	38.99232138
808	38.9847518
809	38.98039545
810	38.97624848
811	38.96875533
812	38.9643898
813	38.95809844
814	38.95375826
815	38.94724496
816	38.94188813
817	38.93788134
818	38.93493892
819	38.93125749
820	38.92701254
821	38.92236814
822	38.92011927
823	38.91305988
824	38.90663701
825	38.90252564
826	38.89641333
827	38.89233853
828	38.88842263
829	38.88474665
830	38.88065181
831	38.87472452
832	38.86876433
833	38.86602771
834	38.86255962
835	38.85864371
836	38.8556158
837	38.85148118
838	38.84724952
839	38.84214372
840	38.83634465
841	38.83067065
842	38.82546099
843	38.82219442
844	38.81398155
845	38.81244576
846	38.80698005
847	38.80122907
848	38.79428107
849	38.79129174
850	38.78856628
851	38.78325678
852	38.77929752
853	38.77525979
854	38.76935827
855	38.76543788
856	38.76138131
857	38.75726178
858	38.75255506
859	38.74738255
860	38.74319313
861	38.73753359
862	38.73281051
863	38.72709298
864	38.72218763
865	38.71547525
866	38.71008532
867	38.70663018
868	38.70236785
869	38.69846878
870	38.69433385
871	38.68862942
872	38.68304223
873	38.68055171
874	38.67547264
875	38.67074478
876	38.66790164
877	38.66192629
878	38.65715439
879	38.65304472
880	38.64747261
881	38.64401489
882	38.64032881
883	38.63842895
884	38.63456219
885	38.63138404
886	38.62702234
887	38.62137069
888	38.61576065
889	38.61080385
890	38.60667346
891	38.60265688
892	38.59676959
893	38.59136049
894	38.58769807
895	38.58355724
896	38.57946314
897	38.57552691
898	38.57426102
899	38.56965621
900	38.56513304
901	38.55905638
902	38.55366911
903	38.54958211
904	38.54410155
905	38.54017901
906	38.5372366
907	38.53494866
908	38.53194165
909	38.52494969
910	38.52144056
911	38.51585327
912	38.51141453
913	38.50807502
914	38.50454819
915	38.49873797
916	38.49570493
917	38.49215004
918	38.48582251
919	38.48058767
920	38.4760642
921	38.47230755
922	38.46914815
923	38.46527086
924	38.46116215
925	38.45523145
926	38.45152162
927	38.44815778
928	38.44285462
929	38.43769127
930	38.43111114
931	38.42897815
932	38.42488201
933	38.42211882
934	38.41780971
935	38.41532714
936	38.41259403
937	38.40993702
938	38.40553961
939	38.40083207
940	38.39621032
941	38.39030576
942	38.38478326
943	38.38131742
944	38.37938863
945	38.37383412
946	38.36733424
947	38.36337518
948	38.35964629
949	38.35546436
950	38.34862056
951	38.34387192
952	38.3402189
953	38.33527576
954	38.32948165
955	38.32677639
956	38.32111442
957	38.31320106
958	38.30893416
959	38.30656673
960	38.3050606
961	38.30044763
962	38.29577321
963	38.29140112
964	38.28851771
965	38.28440135
966	38.28214623
967	38.27766362
968	38.27341406
969	38.26604724
970	38.26206916
971	38.2598817
972	38.25621029
973	38.24917734
974	38.2438802
975	38.2406741
976	38.23751262
977	38.23330995
978	38.22761189
979	38.22278495
980	38.21788935
981	38.21208483
982	38.20674627
983	38.20243284
984	38.19902569
985	38.19636094
986	38.19101862
987	38.1876876
988	38.18280115
989	38.17905692
990	38.17186667
991	38.16681517
992	38.16305451
993	38.15967034
994	38.15545034
995	38.14974981
996	38.14729956
997	38.14327223
998	38.13890962
999	38.13527552
