palavra,frequencia,preco_medio
shipping,1,220.0
brooklynbridgeft,1,215.0
2bedrm,1,185.0
1blk,1,195.0
locationgreat,1,199.0
height,1,250.0
3br3,1,250.0
sqtheatre,1,165.0
dist,1,165.0
brnstn,1,225.0
htspark,1,195.0
container,1,220.0
brooklyn–,1,250.0
debbies,1,215.0
css,1,190.0
centralsunnyspacious,1,190.0
airysunny,1,240.0
750,1,250.0
24h,1,260.0
rhapsody,1,295.0
incredibly,1,195.0
williamsubrg,1,249.0
westconvenient,1,170.0
1floor,1,160.0
pondcooks,1,200.0
outd,1,240.0
nycthe,1,170.0
manhattanharlem,1,170.0
1897,1,275.0
painters,1,160.0
permago,1,160.0
1brgardengoldfish,1,200.0
homes™,1,160.0
22,1,160.0
holidayready,1,200.0
mag,1,334.0
in1887,1,225.0
chelseamp,1,275.0
manhattannew,1,220.0
energetic,1,199.0
brkln,1,262.0
housebkyard,1,262.0
1sleeps4,1,185.0
forget,1,175.0
homeapt,1,175.0
plum,1,189.0
guide,1,189.0
awardwinning,1,189.0
17000day,1,170.0
september,1,170.0
parkuws,1,239.0
price¡¡,1,250.0
chester,1,200.0
kitty,1,200.0
experience1,1,219.0
hipfamily,1,160.0
brwnstne,1,215.0
dealharlem2bdrm,1,185.0
ues66th,1,200.0
villlage,1,200.0
2bdr2bath,1,280.0
2bedrooms,1,225.0
wloft,1,165.0
alexanders,1,180.0
2momacentral,1,160.0
1bedroomliving,1,160.0
roomqtrain,1,160.0
glamor,1,250.0
newspacious,1,165.0
8387,1,200.0
romance,1,194.0
olivier,1,200.0
177st,1,250.0
midtowncharming,1,250.0
lofthi,1,250.0
2brunion,1,200.0
loft2bdrm,1,239.0
manhattanwall,1,239.0
enchantment,1,165.0
acadia,1,165.0
bicycle,1,160.0
1day,1,160.0
macys,1,190.0
haha,1,170.0
attached,1,220.0
breakfastwine,1,319.0
sec,1,319.0
parade,1,319.0
bedstuybrooklyn,1,175.0
centralparknyc,1,200.0
blockprivate,1,160.0
fold,1,250.0
lmjz,1,172.0
skies,1,180.0
forward,1,280.0
threestory,1,295.0
scandi,1,285.0
ridgewoodbushwick,1,170.0
terrasse,1,200.0
brooklynsuper,1,200.0
3brprime,1,250.0
willyb,1,170.0
sunsets,1,225.0
brooklynite,1,164.0
2ksqrft,1,164.0
aptcity,1,180.0
colcolumbia,1,180.0
hotels,1,250.0
midtowndesign,1,250.0
gilded,1,185.0
centercentral,1,250.0
parktrains,1,250.0
bedfordstuyvesant,1,240.0
renting,1,200.0
home2,1,195.0
viewing,1,200.0
w70s,1,250.0
ease,1,180.0
myplace2beach,1,200.0
fr,1,285.0
metrotrain,1,195.0
extralarge,1,275.0
bohemia,1,185.0
president,1,160.0
westchelseahells,1,235.0
parkpark,1,285.0
br15,1,225.0
199,1,275.0
wvillgmtpkgchls,1,275.0
65”tvbose,1,275.0
nycangus5,1,200.0
historically,1,180.0
happenin,1,199.0
metro20min,1,239.0
201,1,250.0
squarenewly,1,200.0
seasidenestnyc,1,250.0
houseboat,1,250.0
square72c,1,160.0
5151,1,175.0
roomkitchensleeps,1,199.0
bedroomprivate,1,165.0
bdrmofficelvnroom,1,200.0
bedbath,1,200.0
offers,1,250.0
assistance,1,250.0
wprivateterrace,1,225.0
remix,1,175.0
launchpad,1,170.0
5224,1,180.0
chelsearoof,1,200.0
decklaundry,1,200.0
events,1,250.0
gatheringsdinner,1,250.0
parties,1,250.0
5150,1,170.0
venerable,1,175.0
history,1,330.0
updatedgreat,1,205.0
laundry5128,1,165.0
museumsparkssubway,1,175.0
corporate,1,200.0
pool5171,1,275.0
captivating,1,180.0
118th,1,200.0
view5173,1,260.0
thriving,1,330.0
bedroom5134,1,160.0
american,1,330.0
mannys,1,199.0
1bd1,1,160.0
bushwickbedstuy,1,165.0
laundry5213,1,180.0
1ba1bd,1,200.0
chrysler,1,239.0
worlds,1,199.0
dooman,1,285.0
location5178,1,285.0
parkeast,1,160.0
geodesic,1,200.0
parkflatbush,1,219.0
easter,1,180.0
authoritytimes,1,239.0
westprime,1,239.0
catching,1,219.0
doorman15,1,199.0
independent,1,190.0
dome,1,200.0
doormangymdeck,1,225.0
toddler,1,250.0
assemblage,1,220.0
velvet,1,180.0
layout5143,1,295.0
toms,1,175.0
21st6th,1,250.0
4bdr,1,301.0
typical,1,200.0
unbelievable,1,175.0
2bdr1bath,1,325.0
5119,1,250.0
sohogood,1,229.0
cityeast,1,180.0
bathprivate,1,165.0
charme,1,180.0
blks,1,295.0
纽约市曼哈顿中城east,1,230.0
st2室1厅4500月,1,230.0
loralei,1,185.0
manhattan3,1,204.0
bedroom5109,1,160.0
duplexprivate,1,225.0
italysoho,1,200.0
sleepover,1,333.0
wparking,1,230.0
650sqf,1,250.0
scale,1,226.0
uber,1,175.0
5230,1,165.0
78718,1,175.0
doormanfurnishedbattery,1,250.0
5191,1,180.0
bbg,1,201.0
elegantly,1,200.0
suitebeach,1,195.0
suburban,1,160.0
5176,1,160.0
prettybrandnew,1,299.0
ivy,1,239.0
orderly,1,172.0
timber,1,250.0
standing,1,250.0
subw,1,165.0
window,1,200.0
encrusted,1,175.0
nychaven4entire,1,195.0
62ndbeautifully,1,160.0
locationeast,1,160.0
st1st,1,198.0
casino,1,195.0
along,1,172.0
66th,1,172.0
bedroom5179,1,250.0
100,1,300.0
5★,1,300.0
digs,1,176.0
classon,1,176.0
23d,1,245.0
flrsutton,1,245.0
myrtlewash,1,200.0
bed5206,1,250.0
forte,1,175.0
centralpk,1,275.0
bdwaytimes,1,224.0
2bre,1,200.0
residencies,1,200.0
roofdeck5112,1,197.0
ballwasher,1,165.0
roomkitchen,1,179.0
mozy,1,168.0
drive,1,200.0
door,1,185.0
restfully,1,206.0
elevsecurity,1,210.0
nychaven2,1,165.0
wellfurnished,1,250.0
❤️fab,1,165.0
add,1,250.0
renovatedbest,1,250.0
turtle,1,275.0
bayun,1,275.0
lovelyspaciousupperwestsidespend,1,250.0
summermonth,1,250.0
poollux,1,180.0
5140,1,180.0
roomkitchenshared,1,189.0
5145,1,202.0
villageusq,1,200.0
54thprime,1,185.0
lightfull,1,190.0
danish,1,225.0
elegantclassy,1,260.0
bdmsclean,1,260.0
1700sf,1,225.0
5180,1,190.0
multi,1,200.0
subwaycentral,1,180.0
5205,1,197.0
dumbovinegar,1,170.0
loftheart,1,220.0
550,1,170.0
wyn,1,170.0
doormanelev,1,170.0
5188,1,175.0
5204,1,250.0
photographers,1,199.0
“best,1,249.0
87th,1,167.0
hottest,1,165.0
lrge,1,225.0
lowermanhattan,1,196.0
midtowntime,1,169.0
40th,1,189.0
floorsexposed,1,185.0
58th,1,245.0
localhaus,1,170.0
flatbushditmas,1,189.0
welcomes,1,174.0
streetlarge,1,220.0
1brcolumbus,1,220.0
things,1,250.0
tosubway,1,225.0
largeprime,1,200.0
appointment,1,275.0
wyard,1,255.0
villagecooper,1,200.0
circlehell’s,1,169.0
studiocolumbus,1,169.0
cut,1,259.0
caretakers,1,259.0
traveller,1,189.0
studiobest,1,175.0
valuesleeps3,1,175.0
designedbest,1,185.0
radio,1,176.0
welllighted,1,300.0
decks,1,175.0
designed2brwd,1,300.0
locationlocation,1,185.0
wificable,1,259.0
cooper,1,250.0
exposedbrick,1,175.0
casually,1,225.0
eastvillagemanhattan,1,210.0
5194,1,170.0
hunter,1,199.0
950sf,1,249.0
sslope,1,300.0
dplxdeckbirds,1,300.0
california,1,175.0
naturally,1,172.0
loftapartment,1,200.0
alley,1,250.0
apta,1,169.0
terrific,1,175.0
37,1,197.0
reason,1,195.0
rating,1,195.0
❤️gorgeous,1,160.0
cl,1,225.0
brooklynsleeps,1,175.0
griffin,1,200.0
celebrities,1,300.0
luxuryone,1,202.0
opt,1,245.0
42,1,225.0
dplx,1,245.0
thmurray,1,197.0
amnh,1,325.0
lightflooded,1,220.0
89th,1,267.0
16th,1,195.0
svced,1,195.0
dr,1,190.0
übermodern,1,249.0
sunsetfacing,1,299.0
dog,1,200.0
cutie,1,180.0
luxury3bedroom3bthrmprivateprkngbeachrstrnts,1,224.0
xtra,1,200.0
call,1,199.0
transport,1,280.0
conveniently,1,200.0
morris,1,169.0
williamsburg”,1,249.0
bethel,1,200.0
italy★,1,250.0
concierge,1,180.0
temple,1,198.0
5192,1,310.0
★stay,1,252.0
suite★,1,252.0
warwick,1,200.0
britespacious,1,300.0
le,1,175.0
midtowntms,1,200.0
ctrpier,1,200.0
97,1,200.0
blu,1,160.0
★★luxury,1,198.0
resort★★,1,198.0
★★sleep,1,198.0
★1000,1,250.0
beverly,1,300.0
5196,1,179.0
marys,1,200.0
msk,1,249.0
trainprivate,1,219.0
patioclean,1,219.0
comtemporary,1,218.0
expectations,1,185.0
beyond,1,185.0
10250,1,200.0
5131,1,330.0
sqftupper,1,230.0
stdesign,1,165.0
5187,1,165.0
5138,1,196.0
2or3,1,180.0
terracedoorman,1,200.0
dwell,1,239.0
suite★★,1,198.0
sqgreenwich,1,275.0
mount,1,169.0
3br2,1,300.0
ralph,1,220.0
lauren,1,220.0
5220,1,250.0
unreal,1,225.0
26,1,215.0
4c,1,175.0
sudio,1,165.0
bathduplexyardnear,1,300.0
‘gem’,1,214.0
800,1,230.0
aveeast,1,200.0
side1st,1,200.0
bottled,1,259.0
51st7,1,185.0
av2,1,185.0
rr,1,169.0
5167,1,175.0
heremetro,1,299.0
crashpadstay,1,299.0
4bedrm,1,299.0
residencydoormangymelevator,1,250.0
multiple,1,300.0
fullyrenovated,1,225.0
verve,1,250.0
5200,1,290.0
pictures,1,190.0
208,1,189.0
squrjavits,1,200.0
46st,1,200.0
4bedroom2bath,1,300.0
columbiacity,1,300.0
1bm,1,180.0
wooden,1,180.0
highceiling,1,250.0
dominiques,1,299.0
features,1,205.0
ready,1,250.0
hacienda,1,205.0
45th,1,165.0
walkbike,1,196.0
gr8,1,210.0
eastmanhattan,1,220.0
highfloor,1,225.0
1899,1,175.0
bushwickeast,1,160.0
studiomidtown,1,200.0
nymt061,1,160.0
citywaterfront,1,249.0
bedroomgymdoorman,1,160.0
apa,1,160.0
cntr,1,165.0
4bedroom2bathroom,1,197.0
efficient,1,189.0
experiencing,1,175.0
alone,1,199.0
❤art,1,196.0
check,1,230.0
parkcomfortclassymidtown,1,285.0
apartmnet,1,160.0
feb,1,200.0
1928,1,200.0
1619,1,275.0
10262,1,300.0
nymt071,1,160.0
studiocozygymdoorman,1,160.0
stu7,1,160.0
actor,1,239.0
guestswifiprivate,1,160.0
philip,1,239.0
seymour,1,239.0
hoffman,1,239.0
lived,1,239.0
beachy,1,300.0
italynolita,1,200.0
link,1,230.0
heightspark,1,250.0
nation,1,220.0
bsmt,1,198.0
occupied,1,295.0
extravagant,1,252.0
feels,1,185.0
frank,1,298.0
dean,1,298.0
meals,1,199.0
matter,1,165.0
gardensgowanus,1,192.0
belvedere,1,175.0
broolyn,1,210.0
villagecharming,1,190.0
studioamazing,1,190.0
★luxurious,1,198.0
resort★,1,198.0
listed,1,260.0
penthouserooftop,1,300.0
tourism,1,168.0
1600sq,1,172.0
tryon,1,200.0
stay1000,1,198.0
söderläge,1,225.0
22ndrefurbished,1,239.0
brownstonenewly,1,230.0
completed,1,230.0
renovation,1,230.0
appointedwdryer,1,216.0
condition1brterracee,1,220.0
6500,1,211.0
villagechelseaprime,1,164.0
pm,1,211.0
heigths,1,175.0
rejuvenate,1,275.0
condoseast,1,243.0
manhattanlaguardia,1,179.0
nightlife,1,184.0
perrier,1,180.0
w71st,1,200.0
neighbrhood,1,175.0
forever,1,243.0
spacey,1,210.0
estrella,1,207.0
designerdecorated,1,300.0
gone,1,199.0
wind,1,199.0
complex,1,199.0
luxurysweeping,1,179.0
skylines,1,179.0
dupl,1,185.0
★city,1,198.0
parking1000,1,179.0
bdrms2,1,179.0
extreme,1,220.0
dappled,1,265.0
room1,1,203.0
collegestrain,1,203.0
wfree,1,180.0
3b3b,1,295.0
circlepark,1,325.0
buschwick,1,180.0
subwayfast,1,215.0
west4,1,270.0
fit,1,270.0
leafy,1,245.0
suv,1,245.0
stuff,1,200.0
115,1,200.0
accomodations,1,259.0
moore,1,185.0
manhathan,1,160.0
modern1200,1,329.0
flower,1,200.0
flatiron1,1,235.0
woodframe,1,165.0
sohoquiet,1,215.0
st2,1,215.0
cell,1,180.0
sleeps★,1,198.0
tonight,1,200.0
conscious,1,333.0
williamsburgbedstuy,1,260.0
ultramodern,1,250.0
5120,1,180.0
floorprivate,1,218.0
estates,1,176.0
gp,1,250.0
sommwhere,1,333.0
5212,1,190.0
complitely,1,250.0
nymt216,1,160.0
bedroomcozygymdoorman,1,160.0
ap2,1,160.0
nymt031,1,160.0
movielike,1,190.0
cultivated,1,200.0
bedrapt13,1,160.0
️,1,175.0
yardschelsea,1,175.0
southfacing,1,249.0
locationexposed,1,186.0
tones,1,290.0
cocoon,1,209.0
luxury3,1,179.0
1700sqfrenovated,1,250.0
vibey,1,160.0
lesnolita,1,250.0
sqeast,1,198.0
bridgeschinatown,1,190.0
fenihouse,1,200.0
✨bright,1,190.0
village❤️,1,190.0
wgorgeous,1,289.0
harrigan,1,300.0
1889,1,170.0
aptcozygymrooftop,1,160.0
nysas,1,250.0
10248,1,250.0
3ppl,1,225.0
boudoir,1,249.0
feet,1,185.0
leahs,1,200.0
bed25,1,300.0
bad,1,300.0
mezzanine,1,175.0
argyle,1,250.0
road,1,250.0
irresistible,1,199.0
heightsbedsty,1,200.0
modernism,1,250.0
parktimes,1,160.0
muse,1,250.0
atlantic,1,200.0
kipsbaymurrayhill,1,229.0
65th,1,190.0
culture,1,187.0
bayridge,1,225.0
sleeps6,1,275.0
active,1,175.0
199sleeps,1,199.0
condogympoolsundecksauna,1,278.0
2br1bth,1,225.0
10226,1,160.0
rising,1,200.0
year,1,300.0
membership,1,200.0
occup,1,290.0
flights,1,175.0
2l2r,1,199.0
☺,1,249.0
bushwicks,1,165.0
scene,1,165.0
zenstyle,1,275.0
3r3l,1,199.0
3br15,1,333.0
nature,1,187.0
sidelincoln,1,255.0
washdryer,1,287.0
manhatta,1,175.0
floating,1,225.0
cityview,1,200.0
studiosgymdeck,1,190.0
bergen,1,235.0
cleanspaciousconvenientfidinyc,1,300.0
locationcharmcomfortlive,1,250.0
outdoordeck,1,199.0
5133,1,200.0
centerluxury,1,255.0
uwscentral,1,170.0
4bdrm,1,275.0
starckgym,1,160.0
finished,1,170.0
shopping,1,239.0
1427,1,200.0
locationsutton,1,185.0
franco,1,225.0
dgm,1,200.0
squft,1,200.0
5183,1,175.0
apartmentoutdoor,1,160.0
sq55b,1,160.0
kensingtonditmas,1,160.0
dupont,1,200.0
2brgramercy,1,280.0
1br1ba,1,180.0
1brm,1,170.0
sleeps4,1,200.0
glass,1,200.0
chelseaenjoy,1,300.0
aptwf15,1,250.0
safari,1,225.0
basketball,1,160.0
court5182,1,160.0
ball5149,1,178.0
divided,1,290.0
designinfused,1,240.0
spatious,1,210.0
pick,1,325.0
monroe,1,189.0
transporation,1,165.0
broadwayfinancial,1,235.0
amenties,1,165.0
williamsburgs,1,200.0
34th1br,1,225.0
10253,1,300.0
waccess,1,175.0
yinkas,1,180.0
chinatownlower,1,200.0
8minute,1,300.0
wgardenfamily,1,240.0
warmth,1,250.0
say,1,299.0
jazzy,1,225.0
eatin,1,175.0
roombth,1,180.0
vickies,1,185.0
daphnes,1,160.0
britney,1,160.0
homes,1,250.0
ter,1,169.0
abc,1,200.0
pp,1,200.0
solstice,1,165.0
enchanted,1,220.0
apt3,1,250.0
brooklynnew,1,220.0
crclecentral,1,253.0
cleanbright,1,200.0
☆stylish,1,298.0
aptmins,1,298.0
lovers,1,250.0
cousy,1,180.0
10256,1,250.0
villiage,1,195.0
styled,1,300.0
eden,1,200.0
18ft,1,191.0
纽约三室一厅两全浴带独立厨房和停车位,1,188.0
threeroom,1,188.0
130,1,250.0
dreamhouse,1,250.0
washing,1,265.0
miss,1,165.0
catch,1,165.0
marina,1,250.0
townhousecarroll,1,200.0
semi,1,320.0
❤️ny,1,207.0
douplex,1,188.0
landscaped,1,195.0
take,1,200.0
wont,1,200.0
5810,1,280.0
pond,1,215.0
goldfish,1,215.0
parkprivate,1,165.0
42nd,1,175.0
shasha,1,319.0
exploring,1,212.0
chance,1,165.0
hamptonsesque,1,250.0
wabisabi,1,250.0
manhat,1,248.0
2500,1,275.0
appartamento,1,176.0
luminoso,1,176.0
sqmore,1,275.0
flexupper,1,220.0
sidee89th,1,220.0
palm,1,225.0
56,1,200.0
precious,1,250.0
soon,1,188.0
waterview,1,200.0
brloft,1,200.0
anderson,1,175.0
square1,1,169.0
bdrs,1,189.0
fgr23,1,189.0
wes,1,175.0
30mins,1,169.0
6125,1,170.0
6127,1,180.0
try,1,231.0
89,1,163.0
kiki’s,1,200.0
10264,1,180.0
richmond,1,300.0
appropriated,1,222.0
bedroomheart,1,225.0
foodies,1,165.0
neighborhoodauthentic,1,165.0
homenextdoor,1,282.0
accommodates,1,282.0
【south,1,300.0
brightclean,1,180.0
borough,1,195.0
directions,1,295.0
celebs,1,240.0
fave,1,240.0
3bd1ba,1,295.0
williamsburgmaccarren,1,199.0
highr,1,190.0
murrayhill,1,180.0
spread,1,185.0
renovated10,1,325.0
boroughs,1,178.0
2train,1,300.0
2bdrms,1,170.0
fith,1,163.0
5d,1,220.0
35,1,189.0
circlehk,1,225.0
mto,1,288.0
2bds,1,290.0
62,1,208.0
aptmidtowneast,1,185.0
flatironchelsea,1,250.0
lake,1,199.0
clouds,1,300.0
stellar,1,180.0
traditional,1,250.0
sunroof,1,200.0
7e,1,220.0
julliard,1,299.0
landmarks,1,175.0
fire,1,265.0
20ft,1,175.0
纽约的家,1,258.0
flbasement,1,275.0
loftgood,1,265.0
energybig,1,265.0
classical,1,250.0
luxirious,1,190.0
discounts,1,190.0
marble,1,274.0
nile,1,180.0
beachcity,1,179.0
roomofficestudio,1,300.0
hansel,1,175.0
gretel,1,175.0
sanparaíso,1,290.0
retro,1,290.0
401,1,275.0
sub,1,180.0
sidesohonolita,1,275.0
williamsburggrrenpoint,1,300.0
brookyln,1,225.0
andairport,1,188.0
luxuary,1,190.0
locationmidtown,1,200.0
every,1,195.0
parkingeasy,1,175.0
hillseasy,1,175.0
2bathr,1,300.0
★backyard,1,190.0
35min,1,190.0
dtwn,1,200.0
spaciousawesome,1,237.0
blanca,1,300.0
moment,1,235.0
quick,1,300.0
seas,1,235.0
12br,1,160.0
shhbelindas,1,200.0
ammenities,1,175.0
gray,1,170.0
flat❤️,1,330.0
gardn,1,259.0
190,1,200.0
gossip,1,225.0
groups★,1,190.0
4brs,1,190.0
2b2b3,1,180.0
aprtment,1,210.0
ocenfront,1,250.0
safequietfamilyfriendly,1,265.0
districtbalcony,1,225.0
avetime,1,300.0
harman,1,165.0
square】,1,300.0
oval,1,315.0
hometown,1,315.0
pop,1,265.0
feeling,1,170.0
caroll,1,170.0
sofabedunique,1,260.0
bdm,1,250.0
jungalow,1,180.0
cobblestone,1,205.0
7th,1,200.0
warner,1,200.0
oversize,1,195.0
unsq,1,300.0
wgym,1,321.0
jfklirrairtrain,1,250.0
8mins,1,250.0
squarebryant,1,325.0
811,1,250.0
yorks,1,269.0
bed15,1,299.0
girl,1,225.0
abundant,1,160.0
10273,1,175.0
greatest,1,200.0
mine,1,300.0
2bed15ba,1,288.0
♕nyc,1,323.0
sunlights,1,309.0
spacioussunny,1,300.0
baclony,1,303.0
global,1,175.0
ass,1,250.0
⚓nyc⚓,1,215.0
❤️ever,1,330.0
kipsey,1,175.0
producers,1,242.0
site,1,220.0
kitchenette,1,229.0
village♥,1,215.0
apartmentdeck,1,280.0
♥cutest,1,215.0
evol,1,160.0
710718,1,228.0
couronne,1,275.0
welevator,1,210.0
á,1,184.0
1875,1,175.0
dope,1,250.0
queer,1,249.0
lgbtqia,1,249.0
loveprivate,1,237.0
fetching,1,232.0
calvin,1,320.0
opulent,1,189.0
mkt,1,298.0
looks,1,320.0
trainspacioussleeps,1,160.0
⭐springsummer,1,299.0
apartment2,1,180.0
girls,1,200.0
5242,1,220.0
piece,1,250.0
★brightspacious,1,250.0
state5th,1,250.0
spacioussleeps,1,160.0
247,1,195.0
2next,1,160.0
trainsflex,1,160.0
klein,1,320.0
ad,1,320.0
cuteness,1,208.0
twolevel,1,195.0
ueswd,1,180.0
spiritual,1,189.0
bearrug,1,293.0
australian,1,293.0
studionear,1,250.0
1860’s,1,249.0
thies,1,165.0
patio⭐,1,299.0
2flex,1,160.0
pictureperfect,1,255.0
tu,1,240.0
mi,1,240.0
cozycharming,1,240.0
sunnybright,1,160.0
sauve,1,224.0
covered,1,200.0
5239,1,220.0
metropolitan,1,275.0
professional,1,199.0
studio5217,1,175.0
44stdoorman,1,175.0
moderm,1,200.0
hewes,1,250.0
shining,1,275.0
stainless,1,167.0
terrace73a,1,190.0
flight,1,200.0
lgjm,1,200.0
sprawling,1,300.0
collected,1,229.0
subway✭,1,265.0
fullfloor,1,300.0
✩prime,1,200.0
✭spacious,1,265.0
side✩,1,200.0
5235,1,215.0
558,1,215.0
5237,1,265.0
deck5223,1,250.0
5238,1,220.0
522,1,293.0
5247,1,293.0
5227,1,293.0
studioapt,1,199.0
5221,1,260.0
later,1,201.0
modernpretty,1,199.0
⭐16,1,261.0
thank,1,201.0
absolutely,1,201.0
line—with,1,175.0
flat⭐luxury,1,261.0
5234,1,170.0
2bedwith,1,265.0
skyluxury,1,207.0
sqsleeps,1,300.0
quinta,1,179.0
bajaron,1,300.0
stephen,1,165.0
colbert,1,165.0
marvelous,1,170.0
show,1,165.0
in❤️manhattan,1,200.0
apartments,1,200.0
ozone,1,200.0
precios,1,300.0
4br25ba,1,299.0
deadend,1,195.0
rebuilt,1,300.0
7c,1,195.0
4br35ba,1,299.0
soulful,1,174.0
47thfloor,1,186.0
bedrom,1,278.0
steet,1,200.0
locals,1,230.0
epicenter,1,230.0
apartmentprivate,1,185.0
theupper,1,199.0
waiting,1,169.0
4u,1,169.0
41,1,189.0
nycamazing,1,199.0
navidad,1,300.0
oportunidad,1,300.0
plants,1,189.0
books,1,189.0
splash,1,235.0
sugarhill,1,173.0
sqr★,1,250.0
★large,1,250.0
smhs,1,200.0
cozyquaint,1,185.0
bedroom3,1,199.0
skylightfireplace,1,245.0
bldgnext,1,300.0
queens’,1,170.0
laguardia2blocks,1,199.0
duplexelevator,1,240.0
☀times,1,295.0
verrazano,1,165.0
56thpark,1,169.0
loveseat,1,179.0
kitchendoormangym,1,300.0
italychina,1,190.0
478,1,200.0
miami,1,160.0
coworking,1,166.0
soaking,1,297.0
westcozy,1,179.0
lxry,1,300.0
cold,1,297.0
wake,1,300.0
adults,1,250.0
monkey,1,220.0
舒适的阳光朝南单间与哥大咫尺之遥,1,250.0
factor,1,250.0
974sf,1,200.0
business,1,199.0
queenroom,1,180.0
budget,1,229.0
2floor,1,175.0
peacful,1,200.0
studiopetite,1,225.0
7d,1,195.0
grove,1,299.0
guggenheim,1,230.0
it2,1,260.0
unheard,1,290.0
citified,1,257.0
jfkmanhattan,1,257.0
soul,1,160.0
glamping,1,250.0
wlarge,1,165.0
sideeast,1,160.0
much,1,220.0
2brkitchenette,1,289.0
freehand,1,179.0
community,1,250.0
9mts,1,330.0
lgbtq,1,180.0
centerprospecpark,1,330.0
6133,1,180.0
boasts,1,190.0
bachelor,1,285.0
many,1,199.0
baisley,1,160.0
decorators,1,250.0
industry,1,172.0
districtwall,1,250.0
mesmerizing,1,250.0
elev,1,220.0
✨,1,330.0
streetchelsea,1,210.0
tribecasoho,1,250.0
bedroomgreat,1,244.0
habla,1,160.0
bathcolumbus,1,290.0
apt2,1,295.0
lugers,1,225.0
☕perfect,1,330.0
hamptons,1,200.0
self,1,196.0
自己的小房间,1,200.0
connection,1,199.0
recycle,1,295.0
renovare,1,295.0
largecozy,1,175.0
hästens,1,300.0
trilevel,1,225.0
waterfrnt,1,185.0
5o,1,185.0
cathedral,1,270.0
homestead,1,225.0
1brstudio,1,225.0
40,1,200.0
★2200sq,1,220.0
industrialchic,1,200.0
grameryunion,1,199.0
w3,1,165.0
cityspacious,1,160.0
mavis,1,275.0
expansive,1,175.0
曼哈顿帝国大夏,1,165.0
sohonohowest,1,200.0
7mins,1,290.0
square【2】,1,165.0
proper,1,230.0
cambria,1,160.0
7train,1,200.0
roombrooklyn,1,175.0
peter,1,225.0
hiceiling,1,185.0
park★,1,220.0
close2subway,1,300.0
daily,1,245.0
hr,1,320.0
⚡stylish,1,249.0
greenpointbk,1,225.0
carrol,1,250.0
doormandeck,1,236.0
3br25bth,1,204.0
chelsea24,1,320.0
nyceast,1,187.0
uesdoormanwasherdryer,1,210.0
st5th,1,187.0
javits,1,295.0
outstanding,1,295.0
1908,1,250.0
5198,1,200.0
paris,1,165.0
manhattan★large,1,189.0
nestacross,1,160.0
☯,1,300.0
stylists,1,290.0
strivers,1,175.0
viewrooftop,1,225.0
loftcentral,1,294.0
aptwalk,1,250.0
násers,1,300.0
reading,1,225.0
midwest,1,200.0
lawrence,1,250.0
both❤️,1,300.0
wahi,1,175.0
newluxury,1,200.0
3bds,1,300.0
offerhealers,1,297.0
ponderosa,1,235.0
studiowall,1,225.0
longer,1,225.0
parkmusuems,1,294.0
till,1,275.0
master’s,1,160.0
consuello2,1,169.0
east2br,1,185.0
parkview,1,250.0
thomass,1,225.0
palce,1,270.0
sory,1,225.0
✴spacious,1,170.0
25bath,1,250.0
homey✴,1,170.0
treetops,1,185.0
marko,1,300.0
3ba,1,279.0
sqpark,1,299.0
✌✌✌,1,270.0
utopia,1,180.0
greeneclinton,1,180.0
winged,1,305.0
español,1,160.0
robertas,1,200.0
homebase,1,185.0
se,1,160.0
trainscity,1,160.0
creek,1,225.0
rumcbuses,1,199.0
memorable,1,320.0
apt15,1,295.0
williasmburg,1,168.0
✧,1,300.0
cosyelegant,1,199.0
jawdropping,1,162.0
spteps,1,180.0
sisters,1,160.0
✿✿,1,300.0
dwellers,1,300.0
theheights,1,160.0
mad,1,175.0
bird,1,200.0
⚓⚓⚓,1,210.0
confi,1,200.0
slopegreenwood,1,180.0
da,1,225.0
unicorn,1,250.0
sanctum,1,225.0
subway★20min,1,189.0
leisure,1,190.0
sobecatown,1,220.0
9th,1,200.0
heartbeat,1,160.0
surrounded,1,200.0
3bed25bath,1,260.0
break,1,275.0
bedrooms15,1,196.0
ferryverrazano,1,199.0
brdg,1,199.0
☀bright,1,240.0
nystreet,1,280.0
34,1,185.0
parklarge,1,262.0
neighbourhood,1,186.0
el,1,161.0
barrio,1,161.0
sunbathed,1,245.0
westvillagegreenwich,1,245.0
lot,1,200.0
nohogreenwich,1,274.0
conve,1,250.0
conversion,1,200.0
54th,1,250.0
rose,1,300.0
6109,1,180.0
gardenlevel,1,250.0
parktribeca,1,240.0
wberg,1,179.0
dealprivatenon,1,240.0
miminalism,1,180.0
rosada,1,161.0
mini,1,160.0
peace,1,200.0
jewelinthecrown,1,260.0
quartz,1,300.0
gympoolrooftop,1,225.0
coast,1,320.0
fridge,1,200.0
festive,1,300.0
usq,1,299.0
williamsburg’s,1,320.0
mahattan,1,200.0
2brsofa,1,225.0
barclay’s,1,250.0
disttminutes,1,300.0
1881,1,200.0
1520mins,1,250.0
duplexgreat,1,250.0
havemeyer,1,160.0
kensington,1,169.0
norwood,1,187.0
couple’s,1,285.0
pull,1,300.0
sqmidtown,1,180.0
apartmentby,1,164.0
apartmet,1,200.0
bloomies,1,210.0
hotspot,1,250.0
cozyquite,1,199.0
800sq,1,202.0
millions,1,205.0
sheepshead,1,300.0
avebarclays,1,199.0
27,1,333.0
◈hidden,1,199.0
luxury5th,1,300.0
stockholm,1,245.0
exquisitely,1,233.0
onebedrooom,1,225.0
fountain,1,169.0
